1;cây atm gần tôi;;;
;;;;
803;xin tư vấn vay tiền mua nhà nhé ạ;;;
[INTENT];loans_general;O;O;O
xin;O;O;O;O
tư;O;O;O;O
vấn;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
mua;O;O;O;O
nhà;O;O;O;O
nhé;O;O;O;O
ạ;O;O;O;O
;;;;
804;Tôi cần vay sản xuất kinh doanh nhỏ lẻ;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
cần;O;O;O;O
vay;O;O;O;O
sản;O;O;O;O
xuất;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
nhỏ;O;O;O;O
lẻ;O;O;O;O
;;;;
805;vay mua ô tô kd là tn nhỉ;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
mua;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
kd;O;O;O;O
là;O;O;O;O
tn;O;O;O;O
nhỉ;O;O;O;O
;;;;
806;Cho vay sản xuất kinh doanh nhỏ lẻ như nào?;;;
[INTENT];loans_general;O;O;O
Cho;O;O;O;O
vay;O;O;O;O
sản;O;O;O;O
xuất;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
nhỏ;O;O;O;O
lẻ;O;O;O;O
như;O;O;O;O
nào?;O;O;O;O
;;;;
807;vay sản xuất;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
sản;O;O;O;O
xuất;O;O;O;O
;;;;
808;vay mua ô tô tiêu dùng là sao;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
mua;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
là;O;O;O;O
sao;O;O;O;O
;;;;
809;Tôi cần vay thấu chi tiêu dùng;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
cần;O;O;O;O
vay;O;O;O;O
thấu;O;O;O;O
chi;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
;;;;
810;Có cho mình vay kg;;;
[INTENT];loans_general;O;O;O
Có;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
vay;O;O;O;O
kg;O;O;O;O
;;;;
811;Vay mua đất như nào?;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
mua;O;O;O;O
đất;O;O;O;O
như;O;O;O;O
nào?;O;O;O;O
;;;;
812;vay kinh doanh;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
;;;;
813;Vay mua nhà và sửa nhà như nào?;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
mua;O;O;O;O
nhà;O;O;O;O
và;O;O;O;O
sửa;O;O;O;O
nhà;O;O;O;O
như;O;O;O;O
nào?;O;O;O;O
;;;;
814;Tôi muốn vay sản xuất kinh doanh?;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
sản;O;O;O;O
xuất;O;O;O;O
kinh;O;O;O;O
doanh?;O;O;O;O
;;;;
815;mình muốn vay vốn bạn ạ;;;
[INTENT];loans_general;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
bạn;O;O;O;O
ạ;O;O;O;O
;;;;
816;mình muốn vay vốn trả góp;;;
[INTENT];loans_general;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
;;;;
817;Em muốn vây tiền ạ;;;
[INTENT];loans_general;O;O;O
Em;O;O;O;O
muốn;O;O;O;O
vây;O;O;O;O
tiền;O;O;O;O
ạ;O;O;O;O
;;;;
818;tư vấn vê Vay tiêu dùng;;;
[INTENT];loans_general;O;O;O
tư;O;O;O;O
vấn;O;O;O;O
vê;O;O;O;O
Vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
;;;;
819;Tôi muốn vay tiền;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
;;;;
820;Tôi muốn vay tín chấp tại VCB thì làm sao ?;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tín;O;O;O;O
chấp;O;O;O;O
tại;O;O;O;O
VCB;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
?;O;O;O;O
;;;;
821;Vay kd tài lộc là gì;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
kd;O;O;O;O
tài;O;O;O;O
lộc;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
822;T muoosn vay tiêu dugf;;;
[INTENT];loans_general;O;O;O
T;O;O;O;O
muoosn;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dugf;O;O;O;O
;;;;
823;Các sản phẩm cho vay của VCB;;;
[INTENT];loans_general;O;O;O
Các;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
của;O;O;O;O
VCB;O;O;O;O
;;;;
824;mình muốn bk thêm thông tin cho vay tại ngân hàng mình;;;
[INTENT];loans_general;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
bk;O;O;O;O
thêm;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
tại;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
mình;O;O;O;O
;;;;
825;Co goi vay nao phu hop vs sinh vien k a?;;;
[INTENT];loans_general;O;O;O
Co;O;O;O;O
goi;O;O;O;O
vay;O;O;O;O
nao;O;O;O;O
phu;O;O;O;O
hop;O;O;O;O
vs;O;O;O;O
sinh;O;O;O;O
vien;O;O;O;O
k;O;O;O;O
a?;O;O;O;O
;;;;
826;vay tín chấp là gì;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
tín;O;O;O;O
chấp;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
827;Mình đang có dự định vay tieeu dùng để đi du lịch, b t.vấn cho mình đc ko?;;;
[INTENT];loans_general;O;O;O
Mình;O;O;O;O
đang;O;O;O;O
có;O;O;O;O
dự;O;O;O;O
định;O;O;O;O
vay;O;O;O;O
tieeu;O;O;O;O
dùng;O;O;O;O
để;O;O;O;O
đi;O;O;O;O
du;O;O;O;O
lịch,;O;O;O;O
b;O;O;O;O
t.vấn;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
đc;O;O;O;O
ko?;O;O;O;O
;;;;
828;Ngaân hàng có hỗ trợ cho vay tiền mua sắm không?;;;
[INTENT];loans_general;O;O;O
Ngaân;O;O;O;O
hàng;O;O;O;O
có;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
mua;O;O;O;O
sắm;O;O;O;O
không?;O;O;O;O
;;;;
829;Cho tôi thêm thông tin về sản phẩm vay mua ô tô;;;
[INTENT];loans_general;O;O;O
Cho;O;O;O;O
tôi;O;O;O;O
thêm;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
về;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
;;;;
830;tôi hỏi về loại vay tiêu dùng tín chấp ấy;;;
[INTENT];loans_general;O;O;O
tôi;O;O;O;O
hỏi;O;O;O;O
về;O;O;O;O
loại;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
tín;O;O;O;O
chấp;O;O;O;O
ấy;O;O;O;O
;;;;
831;Nếu muốn vay tiêu dùng thì bên mình có những gói cho vay nào vậy?;;;
[INTENT];loans_general;O;O;O
Nếu;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
thì;O;O;O;O
bên;O;O;O;O
mình;O;O;O;O
có;O;O;O;O
những;O;O;O;O
gói;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
nào;O;O;O;O
vậy?;O;O;O;O
;;;;
832;vay mua nhà là gì;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
mua;O;O;O;O
nhà;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
833;Huong dan toi vay tien de mua oto voi;;;
[INTENT];loans_general;O;O;O
Huong;O;O;O;O
dan;O;O;O;O
toi;O;O;O;O
vay;O;O;O;O
tien;O;O;O;O
de;O;O;O;O
mua;O;O;O;O
oto;O;O;O;O
voi;O;O;O;O
;;;;
834;tôi muốn hỏi một số thông tin về vay vốn;;;
[INTENT];loans_general;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
hỏi;O;O;O;O
một;O;O;O;O
số;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
về;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
;;;;
835;mình muốn hỏi về sản phẩm cho vay mua nhà;;;
[INTENT];loans_general;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
hỏi;O;O;O;O
về;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
nhà;O;O;O;O
;;;;
836;không vay để cưới vợ hai được à;;;
[INTENT];loans_general;O;O;O
không;O;O;O;O
vay;O;O;O;O
để;O;O;O;O
cưới;O;O;O;O
vợ;O;O;O;O
hai;O;O;O;O
được;O;O;O;O
à;O;O;O;O
;;;;
837;em đang muốn tìm hiểu về vay tín chấp doanh nghiệp ạ;;;
[INTENT];loans_general;O;O;O
em;O;O;O;O
đang;O;O;O;O
muốn;O;O;O;O
tìm;O;O;O;O
hiểu;O;O;O;O
về;O;O;O;O
vay;O;O;O;O
tín;O;O;O;O
chấp;O;O;O;O
doanh;O;O;O;O
nghiệp;O;O;O;O
ạ;O;O;O;O
;;;;
838;Vay vốn;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
vốn;O;O;O;O
;;;;
839;Tôi muốn vay kinh doanh;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
;;;;
840;Tôi vay mua xe Honda có được không?;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
xe;O;O;O;O
Honda;O;O;O;O
có;O;O;O;O
được;O;O;O;O
không?;O;O;O;O
;;;;
841;Tôi muốn vay mua nhà;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
nhà;O;O;O;O
;;;;
842;Bên bạn có cho vay vốn kjnh doanh hem?;;;
[INTENT];loans_general;O;O;O
Bên;O;O;O;O
bạn;O;O;O;O
có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
kjnh;O;O;O;O
doanh;O;O;O;O
hem?;O;O;O;O
;;;;
843;chính sách cho vay để sắm ô tô bên bạn ntn;;;
[INTENT];loans_general;O;O;O
chính;O;O;O;O
sách;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
để;O;O;O;O
sắm;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
bên;O;O;O;O
bạn;O;O;O;O
ntn;O;O;O;O
;;;;
844;Vay tiêu dùng thế chấp là gì;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
thế;O;O;O;O
chấp;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
845;Vay tín châpd;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
tín;O;O;O;O
châpd;O;O;O;O
;;;;
846;vcb cso vay tiêu dùng k ạ?;;;
[INTENT];loans_general;O;O;O
vcb;O;O;O;O
cso;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
k;O;O;O;O
ạ?;O;O;O;O
;;;;
847;Vay tiền mặt;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
;;;;
848;Tôi muốn vay thấu chi;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
thấu;O;O;O;O
chi;O;O;O;O
;;;;
849;Kinh doanh Online làm sao để vay vốn;;;
[INTENT];loans_general;O;O;O
Kinh;O;O;O;O
doanh;O;O;O;O
Online;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
;;;;
850;Ngân hàng có hỗ trợ cho khách hàng vay mua sắm không ạ?;;;
[INTENT];loans_general;O;O;O
Ngân;O;O;O;O
hàng;O;O;O;O
có;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
cho;O;O;O;O
khách;O;O;O;O
hàng;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
sắm;O;O;O;O
không;O;O;O;O
ạ?;O;O;O;O
;;;;
851;Vietcombank có cho vay không cần tài sản không;;;
[INTENT];loans_general;O;O;O
Vietcombank;O;O;O;O
có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
không;O;O;O;O
cần;O;O;O;O
tài;O;O;O;O
sản;O;O;O;O
không;O;O;O;O
;;;;
852;vay để cưới vợ hai có được không;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
để;O;O;O;O
cưới;O;O;O;O
vợ;O;O;O;O
hai;O;O;O;O
có;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
853;Ngân hàng có sản phẩm cho vay mua nhà dự án không?;;;
[INTENT];loans_general;O;O;O
Ngân;O;O;O;O
hàng;O;O;O;O
có;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
nhà;O;O;O;O
dự;O;O;O;O
án;O;O;O;O
không?;O;O;O;O
;;;;
854;Vay vốn cho sinh viên thì như thế nào ạ?;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
vốn;O;O;O;O
cho;O;O;O;O
sinh;O;O;O;O
viên;O;O;O;O
thì;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
ạ?;O;O;O;O
;;;;
855;nếu tôi mua xe và cần vay tiền thì ngân hàng có chính sách hỗ trợ ntn;;;
[INTENT];loans_general;O;O;O
nếu;O;O;O;O
tôi;O;O;O;O
mua;O;O;O;O
xe;O;O;O;O
và;O;O;O;O
cần;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
thì;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
có;O;O;O;O
chính;O;O;O;O
sách;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
ntn;O;O;O;O
;;;;
856;Vay tjêu dùng là vay như thía nào ak?;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
tjêu;O;O;O;O
dùng;O;O;O;O
là;O;O;O;O
vay;O;O;O;O
như;O;O;O;O
thía;O;O;O;O
nào;O;O;O;O
ak?;O;O;O;O
;;;;
857;tôi có nhu cầu vay;;;
[INTENT];loans_general;O;O;O
tôi;O;O;O;O
có;O;O;O;O
nhu;O;O;O;O
cầu;O;O;O;O
vay;O;O;O;O
;;;;
858;Hộ kinh doanh có vay vốn tại Vietcombank được không;;;
[INTENT];loans_general;O;O;O
Hộ;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
có;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
tại;O;O;O;O
Vietcombank;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
859;Cho e hỏi vay ạ;;;
[INTENT];loans_general;O;O;O
Cho;O;O;O;O
e;O;O;O;O
hỏi;O;O;O;O
vay;O;O;O;O
ạ;O;O;O;O
;;;;
860;Doanh nghiệp tư nhân vay tiền thuê địa điểm kinh doanh;;;
[INTENT];loans_general;O;O;O
Doanh;O;O;O;O
nghiệp;O;O;O;O
tư;O;O;O;O
nhân;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
thuê;O;O;O;O
địa;O;O;O;O
điểm;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
;;;;
861;vay KD;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
KD;O;O;O;O
;;;;
862;công ty mình chuyển lương qua ngân hàng vietcombank, mình muốn vay tín chấp;;;
[INTENT];loans_general;O;O;O
công;O;O;O;O
ty;O;O;O;O
mình;O;O;O;O
chuyển;O;O;O;O
lương;O;O;O;O
qua;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
vietcombank,;O;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tín;O;O;O;O
chấp;O;O;O;O
;;;;
863;Anh ở thái bình, cần vay vốn thì thế nào được em nhỉ?;;;
[INTENT];loans_general;O;O;O
Anh;O;O;O;O
ở;O;O;O;O
thái;O;O;O;O
bình,;O;O;O;O
cần;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
thì;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
được;O;O;O;O
em;O;O;O;O
nhỉ?;O;O;O;O
;;;;
864;M đang tìm hiểu về việc vay vốn kd bên ngân hàng b, bên b hỗ trợ những hình thức vay nào vậy ạ?;;;
[INTENT];loans_general;O;O;O
M;O;O;O;O
đang;O;O;O;O
tìm;O;O;O;O
hiểu;O;O;O;O
về;O;O;O;O
việc;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
kd;O;O;O;O
bên;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
b,;O;O;O;O
bên;O;O;O;O
b;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
những;O;O;O;O
hình;O;O;O;O
thức;O;O;O;O
vay;O;O;O;O
nào;O;O;O;O
vậy;O;O;O;O
ạ?;O;O;O;O
;;;;
865;Cho vay;;;
[INTENT];loans_general;O;O;O
Cho;O;O;O;O
vay;O;O;O;O
;;;;
866;vay ngang hàng;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
ngang;O;O;O;O
hàng;O;O;O;O
;;;;
867;có bao nhiêu sản phẩm vay?;;;
[INTENT];loans_general;O;O;O
có;O;O;O;O
bao;O;O;O;O
nhiêu;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
vay?;O;O;O;O
;;;;
868;tiêu dùng;;;
[INTENT];loans_general;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
;;;;
869;Tôi kinh doanh nhận lương tiền mặt có được vay tiêu dùng tín chấp không?;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
nhận;O;O;O;O
lương;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
có;O;O;O;O
được;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
tín;O;O;O;O
chấp;O;O;O;O
không?;O;O;O;O
;;;;
870;đăng ký vay tín dụng sinh viên;;;
[INTENT];loans_general;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
vay;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
sinh;O;O;O;O
viên;O;O;O;O
;;;;
871;vcb có cho vay sửa nhà ko nhỉ;;;
[INTENT];loans_general;O;O;O
vcb;O;O;O;O
có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
sửa;O;O;O;O
nhà;O;O;O;O
ko;O;O;O;O
nhỉ;O;O;O;O
;;;;
872;bên bạn có chương trình riêng nào cho vay tiền để mua ô tô không;;;
[INTENT];loans_general;O;O;O
bên;O;O;O;O
bạn;O;O;O;O
có;O;O;O;O
chương;O;O;O;O
trình;O;O;O;O
riêng;O;O;O;O
nào;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
để;O;O;O;O
mua;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
không;O;O;O;O
;;;;
873;NH tư vấn cho mình cách vay tiền để kinh doanh với;;;
[INTENT];loans_general;O;O;O
NH;O;O;O;O
tư;O;O;O;O
vấn;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
cách;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
để;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
với;O;O;O;O
;;;;
874;vay không tsbđ là gì;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
không;O;O;O;O
tsbđ;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
875;thế còn vay mua ô tô thì sao;;;
[INTENT];loans_general;O;O;O
thế;O;O;O;O
còn;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
thì;O;O;O;O
sao;O;O;O;O
;;;;
876;Giới thiệu cho mình về gói vay tiêu dùng;;;
[INTENT];loans_general;O;O;O
Giới;O;O;O;O
thiệu;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
về;O;O;O;O
gói;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
;;;;
877;Mình đang có dự định vay tiêu dùng để đi du lịch, b t.vấn cho mình đc ko?;;;
[INTENT];loans_general;O;O;O
Mình;O;O;O;O
đang;O;O;O;O
có;O;O;O;O
dự;O;O;O;O
định;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
để;O;O;O;O
đi;O;O;O;O
du;O;O;O;O
lịch,;O;O;O;O
b;O;O;O;O
t.vấn;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
đc;O;O;O;O
ko?;O;O;O;O
;;;;
878;VCB đang có các sản phẩm cho vay nào;;;
[INTENT];loans_general;O;O;O
VCB;O;O;O;O
đang;O;O;O;O
có;O;O;O;O
các;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
nào;O;O;O;O
;;;;
879;T muốn vay tín cháp tại NH thì làm sao ?;;;
[INTENT];loans_general;O;O;O
T;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tín;O;O;O;O
cháp;O;O;O;O
tại;O;O;O;O
NH;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
?;O;O;O;O
;;;;
880;Vietcombank có cho vay vốn lưu động không;;;
[INTENT];loans_general;O;O;O
Vietcombank;O;O;O;O
có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
lưu;O;O;O;O
động;O;O;O;O
không;O;O;O;O
;;;;
881;Ngân hàng có sản phẩm cho vay xây, sửa nhà không?;;;
[INTENT];loans_general;O;O;O
Ngân;O;O;O;O
hàng;O;O;O;O
có;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
xây,;O;O;O;O
sửa;O;O;O;O
nhà;O;O;O;O
không?;O;O;O;O
;;;;
882;vay mua đất;;;
[INTENT];loans_general;O;O;O
vay;O;O;O;O
mua;O;O;O;O
đất;O;O;O;O
;;;;
883;Sao NH khác có chức năng chuyển stk thành sdt luôn trên app mà vcb là NH lớn mà ko làm dc?;;;
[INTENT];loans_general;O;O;O
Sao;O;O;O;O
NH;O;O;O;O
khác;O;O;O;O
có;O;O;O;O
chức;O;O;O;O
năng;O;O;O;O
chuyển;O;O;O;O
stk;O;O;O;O
thành;O;O;O;O
sdt;O;O;O;O
luôn;O;O;O;O
trên;O;O;O;O
app;O;O;O;O
mà;O;O;O;O
vcb;O;O;O;O
là;O;O;O;O
NH;O;O;O;O
lớn;O;O;O;O
mà;O;O;O;O
ko;O;O;O;O
làm;O;O;O;O
dc?;O;O;O;O
;;;;
884;VCB có cho vay người yêu không?;;;
[INTENT];loans_general;O;O;O
VCB;O;O;O;O
có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
người;O;O;O;O
yêu;O;O;O;O
không?;O;O;O;O
;;;;
885;Vietcombank có cho vay kinh doanh dài hạn không;;;
[INTENT];loans_general;O;O;O
Vietcombank;O;O;O;O
có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
dài;O;O;O;O
hạn;O;O;O;O
không;O;O;O;O
;;;;
886;Vay mua xe hơi;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
mua;O;O;O;O
xe;O;O;O;O
hơi;O;O;O;O
;;;;
887;Tôi muốn vay tín chấp tại Vietcombank;;;
[INTENT];loans_general;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tín;O;O;O;O
chấp;O;O;O;O
tại;O;O;O;O
Vietcombank;O;O;O;O
;;;;
888;Ngân hàng có sản phẩm cho vay mua ô tô không?;;;
[INTENT];loans_general;O;O;O
Ngân;O;O;O;O
hàng;O;O;O;O
có;O;O;O;O
sản;O;O;O;O
phẩm;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
mua;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
không?;O;O;O;O
;;;;
889;Vay tien;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
tien;O;O;O;O
;;;;
890;Loan;;;
[INTENT];loans_general;O;O;O
Loan;O;O;O;O
;;;;
891;Có cho vay xây sửa nhà không;;;
[INTENT];loans_general;O;O;O
Có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
xây;O;O;O;O
sửa;O;O;O;O
nhà;O;O;O;O
không;O;O;O;O
;;;;
892;Vay kinh doanh ngắn hạn;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
ngắn;O;O;O;O
hạn;O;O;O;O
;;;;
893;Vay không tài sản bảo đảm như thế nào;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
không;O;O;O;O
tài;O;O;O;O
sản;O;O;O;O
bảo;O;O;O;O
đảm;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
894;Không có tài sản thế chấp có vay được không;;;
[INTENT];loans_general;O;O;O
Không;O;O;O;O
có;O;O;O;O
tài;O;O;O;O
sản;O;O;O;O
thế;O;O;O;O
chấp;O;O;O;O
có;O;O;O;O
vay;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
895;Có hỗ trợ vay vốn kinh doanh ko;;;
[INTENT];loans_general;O;O;O
Có;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
vay;O;O;O;O
vốn;O;O;O;O
kinh;O;O;O;O
doanh;O;O;O;O
ko;O;O;O;O
;;;;
896;E là svien và muốn vay tiêu dùng thì có đc k ạ?;;;
[INTENT];loans_general;O;O;O
E;O;O;O;O
là;O;O;O;O
svien;O;O;O;O
và;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tiêu;O;O;O;O
dùng;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
đc;O;O;O;O
k;O;O;O;O
ạ?;O;O;O;O
;;;;
897;Có cho vay sửa nhà không;;;
[INTENT];loans_general;O;O;O
Có;O;O;O;O
cho;O;O;O;O
vay;O;O;O;O
sửa;O;O;O;O
nhà;O;O;O;O
không;O;O;O;O
;;;;
898;Vay mua ô tô ở show room nào cũng được à;;;
[INTENT];loans_general;O;O;O
Vay;O;O;O;O
mua;O;O;O;O
ô;O;O;O;O
tô;O;O;O;O
ở;O;O;O;O
show;O;O;O;O
room;O;O;O;O
nào;O;O;O;O
cũng;O;O;O;O
được;O;O;O;O
à;O;O;O;O
;;;;
899;Toi muốn vay tiền để mua cái tủ lạnh mới mà chưa có đủ tiền thì tôi ra ngan hàng vay nhé?;;;
[INTENT];loans_general;O;O;O
Toi;O;O;O;O
muốn;O;O;O;O
vay;O;O;O;O
tiền;O;O;O;O
để;O;O;O;O
mua;O;O;O;O
cái;O;O;O;O
tủ;O;O;O;O
